Link,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2016 (est.),2017 (est.),2018 (est.),2019 (est.),2020 (est.),County,State
"https://en.wikipedia.org/wiki/Iroquois_County,_Illinois",,,,,,—,144.8%,197.1%,109.2%,37.5%,−0.8%,8.1%,−6.5%,−2.0%,−5.5%,−1.3%,−0.5%,3.8%,−0.1%,−1.7%,−6.6%,1.8%,−5.2%,,,−7.1%,,,Iroquois County, Illinois
"https://en.wikipedia.org/wiki/Jackson_County,_Illinois",,,,—,18.5%,95.1%,64.4%,63.6%,104.8%,14.6%,23.6%,21.8%,3.8%,5.5%,−3.8%,6.3%,0.5%,10.6%,30.5%,11.8%,−0.7%,−2.4%,1.0%,,,−4.6%,,,Jackson County, Illinois
"https://en.wikipedia.org/wiki/Jasper_County,_Illinois",,,,,,—,118.8%,159.8%,34.3%,29.2%,25.3%,10.8%,−9.9%,−11.5%,−20.3%,4.9%,−8.7%,−7.5%,−5.3%,5.4%,−6.3%,−4.6%,−4.1%,,,−0.9%,,,Jasper County, Illinois
"https://en.wikipedia.org/wiki/Jefferson_County,_Illinois",,,,—,269.8%,125.5%,40.7%,59.9%,37.8%,15.8%,9.2%,24.5%,3.5%,−2.2%,9.0%,10.8%,4.4%,−10.0%,−2.7%,16.2%,1.3%,8.2%,−3.0%,,,−2.6%,,,Jefferson County, Illinois
"https://en.wikipedia.org/wiki/Jersey_County,_Illinois",,,,,,—,62.2%,63.9%,24.9%,3.2%,−4.7%,−1.3%,−4.5%,−9.1%,−1.0%,8.6%,11.9%,11.5%,8.6%,11.1%,0.0%,5.5%,6.1%,,,−5.0%,,,Jersey County, Illinois
"https://en.wikipedia.org/wiki/Jo_Daviess_County,_Illinois",,,,,—,192.8%,201.0%,46.9%,1.8%,−1.0%,−8.8%,−2.3%,−7.6%,−3.3%,−7.7%,−1.2%,7.4%,1.7%,−0.3%,8.1%,−7.2%,2.1%,1.8%,,,−5.8%,,,Jo Daviess County, Illinois
"https://en.wikipedia.org/wiki/Johnson_County,_Illinois",,,,—,89.3%,127.2%,13.5%,127.1%,20.4%,16.3%,14.8%,4.4%,−8.5%,−16.1%,−15.1%,5.1%,−18.6%,−20.6%,9.0%,27.5%,17.9%,13.5%,−2.3%,,,−1.0%,,,Johnson County, Illinois
"https://en.wikipedia.org/wiki/Kane_County,_Illinois",,,,,,—,156.9%,80.0%,30.0%,15.0%,44.8%,21.1%,16.6%,8.3%,26.0%,3.9%,15.5%,38.5%,20.5%,10.9%,14.0%,27.3%,27.5%,,,,3.3%,,Kane County, Illinois
"https://en.wikipedia.org/wiki/Kankakee_County,_Illinois",,,,,,,,—,58.0%,2.9%,14.7%,29.3%,9.7%,10.2%,11.5%,21.5%,20.8%,25.2%,5.6%,5.8%,−6.5%,7.9%,9.3%,,,,−3.2%,,Kankakee County, Illinois
"https://en.wikipedia.org/wiki/Kendall_County,_Illinois",,,,,,,—,69.1%,−5.2%,5.5%,−7.5%,−5.3%,−6.0%,−6.5%,4.8%,5.2%,9.1%,44.8%,50.4%,41.1%,5.9%,38.4%,110.4%,,,,12.4%,,Kendall County, Illinois
"https://en.wikipedia.org/wiki/Knox_County,_Illinois",,,,,—,"2,476.6%",88.1%,115.9%,37.9%,−3.0%,1.1%,12.5%,5.8%,1.2%,9.9%,1.8%,4.0%,12.7%,0.0%,0.5%,−8.5%,−1.0%,−5.2%,,,−5.3%,,,Knox County, Illinois
"https://en.wikipedia.org/wiki/Lake_County,_Illinois",,,,,,—,440.1%,28.3%,15.1%,1.3%,13.8%,42.4%,59.6%,34.9%,40.5%,16.0%,47.9%,64.0%,30.3%,15.1%,17.3%,24.8%,9.2%,,,,−1.0%,,Lake County, Illinois
"https://en.wikipedia.org/wiki/LaSalle_County,_Illinois",,,,,,—,90.6%,171.3%,25.8%,15.8%,14.8%,8.6%,2.7%,3.1%,5.1%,0.1%,2.9%,10.1%,0.5%,0.5%,−4.5%,4.3%,2.2%,,,,−4.6%,,LaSalle County, Illinois
"https://en.wikipedia.org/wiki/Lawrence_County,_Illinois",,,,,—,93.3%,−13.7%,50.5%,36.0%,9.0%,7.5%,12.5%,37.1%,−5.7%,2.4%,−3.7%,−2.5%,−9.7%,−5.5%,1.6%,−10.3%,−3.3%,8.9%,,,−6.3%,,,Lawrence County, Illinois
"https://en.wikipedia.org/wiki/Lee_County,_Illinois",,,,,,—,160.0%,233.5%,53.9%,1.2%,−4.7%,14.2%,−7.2%,0.9%,15.4%,7.0%,5.3%,6.3%,−2.1%,−4.3%,−5.3%,4.9%,−0.1%,,,−5.0%,,,Lee County, Illinois
"https://en.wikipedia.org/wiki/Livingston_County,_Illinois",,,,,,—,104.5%,649.8%,170.4%,22.2%,0.0%,9.3%,−3.7%,−3.4%,0.1%,−0.6%,−2.6%,6.7%,0.9%,1.7%,−5.0%,1.0%,−1.8%,,,−8.2%,,,Livingston County, Illinois
"https://en.wikipedia.org/wiki/Logan_County,_Illinois",,,,,,—,440.1%,28.3%,15.1%,1.3%,19.7%,12.5%,5.4%,−2.2%,−2.4%,2.0%,4.2%,9.7%,−0.4%,−5.2%,−3.2%,1.3%,−2.8%,,,−4.6%,,,Logan County, Illinois
"https://en.wikipedia.org/wiki/McDonough_County,_Illinois",,,,,,—,43.5%,163.5%,32.1%,5.5%,−1.8%,3.4%,−5.4%,0.7%,0.9%,−1.4%,4.7%,2.6%,26.7%,2.2%,−5.9%,−6.6%,−0.9%,,,−8.1%,,,McDonough County, Illinois
"https://en.wikipedia.org/wiki/McHenry_County,_Illinois",,,,,,—,481.0%,47.5%,7.6%,4.8%,4.8%,14.0%,9.2%,2.0%,5.8%,6.4%,35.8%,66.2%,32.5%,32.6%,23.9%,41.9%,18.7%,,,,−0.3%,,McHenry County, Illinois
"https://en.wikipedia.org/wiki/McLean_County,_Illinois",,,,,,—,54.8%,183.1%,87.6%,11.3%,4.9%,7.6%,0.2%,3.1%,4.3%,1.1%,3.6%,9.5%,24.5%,14.1%,8.4%,16.5%,12.7%,,,,1.1%,,McLean County, Illinois
"https://en.wikipedia.org/wiki/Macon_County,_Illinois",,,,,—,170.9%,31.2%,244.5%,92.8%,15.8%,24.2%,15.5%,23.1%,20.3%,25.4%,3.6%,16.7%,19.6%,5.7%,5.1%,−10.8%,−2.1%,−3.4%,,,,−6.1%,,Macon County, Illinois
"https://en.wikipedia.org/wiki/Macoupin_County,_Illinois",,,,,—,293.3%,57.9%,99.1%,33.0%,15.2%,7.1%,4.7%,19.9%,13.0%,−15.0%,−4.9%,−4.5%,−1.6%,2.4%,10.8%,−3.5%,2.8%,−2.6%,,,−5.1%,,,Macoupin County, Illinois
"https://en.wikipedia.org/wiki/Madison_County,_Illinois",,,,—,−54.1%,132.0%,41.6%,52.9%,41.2%,13.6%,2.8%,25.5%,38.9%,19.0%,34.6%,3.8%,22.1%,23.2%,11.7%,−1.3%,0.6%,3.9%,4.0%,,,,−2.3%,,Madison County, Illinois
"https://en.wikipedia.org/wiki/Marion_County,_Illinois",,,,,—,123.2%,41.7%,89.6%,61.9%,14.9%,2.8%,25.1%,15.3%,6.8%,−5.0%,34.7%,−13.1%,−5.6%,−0.9%,11.6%,−4.5%,0.3%,−5.4%,,,−4.6%,,,Marion County, Illinois
"https://en.wikipedia.org/wiki/Marshall_County,_Illinois",,,,,,—,180.2%,159.4%,26.2%,−11.2%,−9.3%,19.9%,−4.2%,−5.9%,−11.8%,1.2%,−1.2%,2.4%,−0.2%,8.8%,−11.3%,2.6%,−4.1%,,,−8.7%,,,Marshall County, Illinois
"https://en.wikipedia.org/wiki/Mason_County,_Illinois",,,,,,,—,84.6%,48.1%,0.4%,−1.1%,8.9%,−0.7%,−4.3%,−9.1%,1.6%,−0.2%,−0.9%,6.4%,20.6%,−16.5%,−1.4%,−8.6%,,,−7.5%,,,Mason County, Illinois
"https://en.wikipedia.org/wiki/Massac_County,_Illinois",,,,,,,—,51.8%,54.2%,9.0%,8.3%,15.9%,8.3%,−4.5%,3.8%,6.1%,−9.0%,5.5%,−3.2%,7.9%,−1.6%,2.8%,1.8%,,,−8.7%,,,Massac County, Illinois
"https://en.wikipedia.org/wiki/Menard_County,_Illinois",,,,,,—,43.3%,51.0%,22.4%,11.0%,0.7%,9.3%,−10.7%,−8.6%,−9.6%,0.8%,−9.6%,−4.1%,4.7%,20.8%,−4.6%,11.8%,1.8%,,,−3.3%,,,Menard County, Illinois
"https://en.wikipedia.org/wiki/Mercer_County,_Illinois",,,,,—,"8,946.2%",123.0%,186.7%,24.8%,3.9%,−4.9%,12.9%,−5.8%,−4.7%,−11.5%,6.4%,−1.8%,−1.3%,0.8%,11.5%,−10.3%,−1.9%,−3.1%,,,−5.1%,,,Mercer County, Illinois
"https://en.wikipedia.org/wiki/Monroe_County,_Illinois",,,,—,30.1%,124.1%,71.4%,67.1%,1.2%,5.4%,−5.4%,6.9%,−2.4%,−5.0%,−3.7%,3.1%,4.1%,16.8%,21.4%,6.8%,11.5%,23.2%,19.3%,,,,5.1%,,Monroe County, Illinois
"https://en.wikipedia.org/wiki/Montgomery_County,_Illinois",,,,,—,52.0%,39.8%,122.7%,81.1%,10.9%,6.9%,2.8%,14.5%,17.3%,−14.8%,−2.2%,−5.9%,−3.7%,−3.1%,4.7%,−3.0%,−0.2%,−1.8%,,,−5.0%,,,Montgomery County, Illinois
"https://en.wikipedia.org/wiki/Morgan_County,_Illinois",,,,,—,53.7%,−17.8%,37.6%,28.7%,10.7%,3.6%,7.3%,−1.7%,−2.5%,2.0%,6.2%,−2.2%,2.8%,−1.1%,3.7%,−2.9%,0.6%,−2.9%,,,−4.4%,,,Morgan County, Illinois
"https://en.wikipedia.org/wiki/Moultrie_County,_Illinois",,,,,,,—,97.4%,62.6%,31.9%,5.7%,5.1%,−3.9%,1.4%,−10.7%,1.7%,−2.3%,3.5%,−2.7%,9.7%,−4.2%,2.6%,3.9%,,,−0.9%,,,Moultrie County, Illinois
"https://en.wikipedia.org/wiki/Ogle_County,_Illinois",,,,,,—,188.0%,128.4%,20.1%,8.9%,−4.1%,1.5%,−4.3%,−3.7%,4.8%,6.2%,11.9%,14.0%,12.5%,8.1%,−0.8%,11.0%,4.8%,,,−4.8%,,,Ogle County, Illinois
"https://en.wikipedia.org/wiki/Peoria_County,_Illinois",,,,,,—,185.2%,108.6%,29.9%,16.4%,27.1%,25.9%,13.1%,11.4%,26.5%,8.5%,13.7%,8.4%,3.3%,2.6%,−8.8%,0.3%,1.7%,,,,−3.9%,,Peoria County, Illinois
"https://en.wikipedia.org/wiki/Perry_County,_Illinois",,,,,—,165.2%,63.8%,81.0%,43.7%,16.6%,9.5%,13.1%,11.4%,3.7%,−0.6%,2.9%,−7.5%,−11.5%,3.0%,9.9%,−1.4%,7.9%,−3.2%,,,−5.3%,,,Perry County, Illinois
"https://en.wikipedia.org/wiki/Piatt_County,_Illinois",,,,,,,—,281.5%,78.8%,42.3%,9.5%,3.8%,−7.5%,−4.0%,−0.8%,−6.0%,−4.7%,7.1%,3.7%,6.9%,−6.2%,5.3%,2.2%,,,−2.0%,,,Piatt County, Illinois
"https://en.wikipedia.org/wiki/Pike_County,_Illinois",,,,,—,389.5%,60.5%,44.8%,12.9%,9.7%,−8.2%,1.9%,−9.4%,−6.1%,−9.3%,4.0%,−12.6%,−7.2%,−6.7%,−1.5%,−7.0%,−1.1%,−5.5%,,,−5.0%,,,Pike County, Illinois
"https://en.wikipedia.org/wiki/Pope_County,_Illinois",,,,—,27.0%,23.5%,−2.9%,69.6%,69.6%,15.9%,5.7%,−3.1%,−17.4%,−14.2%,−16.9%,0.0%,−27.8%,−29.7%,−5.0%,14.2%,−0.7%,0.9%,1.3%,,,−5.8%,,,Pope County, Illinois
"https://en.wikipedia.org/wiki/Pulaski_County,_Illinois",,,,,,,—,74.1%,122.0%,8.6%,19.4%,28.2%,7.5%,−6.5%,1.4%,7.0%,−14.1%,−23.1%,−16.7%,1.1%,−14.9%,−2.3%,−16.2%,,,−11.3%,,,Pulaski County, Illinois
"https://en.wikipedia.org/wiki/Putnam_County,_Illinois",,,,,,—,84.1%,42.4%,12.4%,−11.6%,−14.8%,0.3%,59.3%,0.2%,−30.9%,1.0%,−10.3%,−3.7%,9.6%,21.5%,−5.8%,6.2%,−1.3%,,,−4.4%,,,Putnam County, Illinois
"https://en.wikipedia.org/wiki/Randolph_County,_Illinois",,,,—,26.8%,79.4%,39.5%,55.3%,21.2%,23.2%,−2.5%,11.8%,4.0%,0.0%,0.7%,14.7%,−5.8%,−5.3%,4.6%,13.6%,−3.0%,−2.0%,−1.2%,,,−4.1%,,,Randolph County, Illinois
"https://en.wikipedia.org/wiki/Richland_County,_Illinois",,,,,,,—,142.0%,31.8%,21.4%,−3.4%,9.1%,−2.6%,−12.1%,0.1%,21.9%,−1.4%,−3.5%,3.3%,4.5%,−5.9%,−2.4%,0.5%,,,−2.9%,,,Richland County, Illinois
"https://en.wikipedia.org/wiki/Rock_Island_County,_Illinois",,,,,,—,165.8%,202.8%,41.8%,28.6%,9.4%,31.8%,27.4%,31.1%,6.4%,15.4%,17.9%,13.1%,10.4%,−0.5%,−10.4%,0.4%,−1.2%,,,,−3.8%,,Rock Island County, Illinois
"https://en.wikipedia.org/wiki/St._Clair_County,_Illinois",,,,—,34.7%,92.6%,48.0%,86.8%,35.5%,21.0%,7.7%,30.2%,38.3%,13.9%,15.6%,5.8%,23.4%,27.4%,8.6%,−6.2%,−1.7%,−2.6%,5.5%,,,,−3.8%,,St. Clair County, Illinois
"https://en.wikipedia.org/wiki/Saline_County,_Illinois",,,,,,,—,67.0%,36.3%,25.4%,21.3%,12.1%,39.3%,27.0%,−3.3%,2.6%,−12.2%,−21.5%,−1.9%,10.6%,−6.7%,0.7%,−6.8%,,,−4.0%,,,Saline County, Illinois
"https://en.wikipedia.org/wiki/Sangamon_County,_Illinois",,,,,—,13.5%,30.7%,67.8%,43.6%,14.1%,15.7%,17.0%,27.1%,10.1%,11.4%,5.5%,11.5%,11.5%,10.1%,9.1%,1.3%,5.9%,4.5%,,,,−1.4%,,Sangamon County, Illinois
"https://en.wikipedia.org/wiki/Schuyler_County,_Illinois",,,,,,—,51.6%,38.9%,18.6%,−6.7%,−1.5%,0.7%,−7.9%,−10.6%,−12.1%,−2.1%,−15.9%,−9.0%,−7.0%,2.8%,−10.4%,−4.1%,4.9%,,,−8.4%,,,Schuyler County, Illinois
"https://en.wikipedia.org/wiki/Scott_County,_Illinois",,,,,,—,27.3%,14.6%,16.1%,2.0%,−4.1%,1.5%,−3.7%,−5.7%,−10.0%,−4.3%,−11.4%,−12.0%,−4.4%,0.8%,−8.1%,−1.9%,−3.3%,,,−8.0%,,,Scott County, Illinois
"https://en.wikipedia.org/wiki/Shelby_County,_Illinois",,,,,—,124.1%,17.2%,87.2%,74.3%,18.8%,3.0%,3.0%,−1.3%,−6.6%,−14.0%,3.2%,−7.1%,−4.2%,−3.5%,5.9%,−6.9%,2.8%,−2.3%,,,−2.8%,,,Shelby County, Illinois
"https://en.wikipedia.org/wiki/Stark_County,_Illinois",,,,,,—,135.9%,142.7%,19.4%,4.2%,−10.9%,2.0%,−0.9%,−4.0%,−5.3%,−3.3%,−1.8%,−6.5%,−7.9%,−1.6%,−11.6%,−3.1%,−5.3%,,,−9.5%,,,Stark County, Illinois
"https://en.wikipedia.org/wiki/Stephenson_County,_Illinois",,,,,,—,316.6%,115.3%,21.9%,4.4%,−2.0%,11.5%,5.4%,2.5%,6.1%,1.5%,2.3%,11.1%,5.7%,1.4%,−3.0%,1.9%,−2.6%,,,−6.2%,,,Stephenson County, Illinois
"https://en.wikipedia.org/wiki/Tazewell_County,_Illinois",,,,,—,53.1%,66.9%,78.1%,30.0%,6.3%,−0.4%,12.4%,2.4%,13.3%,19.6%,26.6%,30.5%,31.0%,18.9%,11.3%,−6.3%,3.9%,5.4%,,,,−2.7%,,Tazewell County, Illinois
"https://en.wikipedia.org/wiki/Union_County,_Illinois",,,,—,37.1%,70.5%,37.9%,46.8%,47.7%,9.6%,19.0%,4.9%,−3.3%,−7.4%,−1.8%,8.3%,−4.8%,−13.9%,−8.9%,10.5%,−0.8%,3.8%,−2.7%,,,−5.4%,,,Union County, Illinois
"https://en.wikipedia.org/wiki/Vermilion_County,_Illinois",,,,,—,59.4%,23.5%,72.3%,53.5%,36.9%,20.0%,31.5%,18.8%,10.5%,3.7%,−2.9%,0.3%,10.4%,0.9%,−1.9%,−7.3%,−4.9%,−2.7%,,,−3.5%,,,Vermilion County, Illinois
"https://en.wikipedia.org/wiki/Wabash_County,_Illinois",,,,,—,56.5%,10.6%,55.9%,20.9%,12.5%,19.3%,6.0%,18.5%,−5.9%,−6.0%,4.0%,6.8%,−4.1%,−8.6%,6.8%,−4.4%,−1.3%,−7.7%,,,−3.3%,,,Wabash County, Illinois
"https://en.wikipedia.org/wiki/Warren_County,_Illinois",,,,,—,"2,088.0%",21.3%,124.3%,26.4%,−1.0%,−7.2%,8.8%,0.6%,−7.8%,1.2%,−2.1%,3.3%,−1.8%,0.0%,1.6%,−12.6%,−2.3%,−5.5%,,,−3.8%,,,Warren County, Illinois
"https://en.wikipedia.org/wiki/Washington_County,_Illinois",,,,—,10.4%,187.2%,44.6%,97.5%,28.2%,20.0%,−8.8%,1.4%,−3.9%,−3.9%,−9.7%,−3.0%,−8.5%,−6.2%,1.6%,12.3%,−3.3%,1.2%,−2.9%,,,−4.9%,,,Washington County, Illinois
"https://en.wikipedia.org/wiki/Wayne_County,_Illinois",,,,—,129.2%,101.1%,33.0%,79.1%,61.6%,7.8%,11.8%,16.0%,−7.0%,−11.4%,−16.0%,15.5%,−5.2%,−9.2%,−10.5%,6.2%,−4.5%,−0.5%,−2.3%,,,−2.6%,,,Wayne County, Illinois
"https://en.wikipedia.org/wiki/White_County,_Illinois",,,,—,26.2%,30.0%,12.7%,39.0%,35.8%,37.0%,8.3%,1.5%,−9.2%,−12.9%,−9.6%,10.3%,4.5%,−7.5%,−10.6%,3.2%,−7.5%,−7.0%,−4.6%,,,−6.8%,,,White County, Illinois
"https://en.wikipedia.org/wiki/Whiteside_County,_Illinois",,,,,,—,113.2%,249.5%,46.8%,12.3%,−0.1%,12.5%,−0.6%,4.8%,7.9%,11.1%,13.8%,21.4%,5.0%,4.9%,−8.8%,0.8%,−3.6%,,,−4.9%,,,Whiteside County, Illinois
"https://en.wikipedia.org/wiki/Will_County,_Illinois",,,,,,—,64.3%,75.5%,46.7%,24.2%,16.1%,20.6%,12.8%,10.1%,19.2%,3.1%,17.6%,42.6%,30.2%,30.0%,10.1%,40.6%,34.9%,,,,1.9%,,Will County, Illinois
"https://en.wikipedia.org/wiki/Williamson_County,_Illinois",,,,,,—,61.9%,69.1%,42.0%,11.5%,15.0%,25.1%,62.2%,35.5%,−11.8%,−4.6%,−5.5%,−5.2%,6.3%,15.3%,2.1%,6.2%,8.3%,,,1.1%,,,Williamson County, Illinois
"https://en.wikipedia.org/wiki/Winnebago_County,_Illinois",,,,,,—,155.4%,108.0%,19.6%,4.1%,30.9%,19.8%,32.0%,44.0%,29.1%,3.2%,25.8%,37.7%,17.6%,1.7%,0.8%,10.1%,6.1%,,,,−4.3%,,Winnebago County, Illinois
"https://en.wikipedia.org/wiki/Woodford_County,_Illinois",,,,,,,—,200.8%,42.7%,14.1%,−0.9%,1.8%,−6.0%,−5.7%,−2.8%,1.8%,11.6%,15.2%,14.0%,18.9%,−2.0%,8.6%,9.0%,,,−0.5%,,,Woodford County, Illinois
"https://en.wikipedia.org/wiki/Adams_County,_Indiana",,,,,,—,156.1%,59.6%,23.0%,35.2%,31.2%,10.2%,−1.8%,−6.1%,−2.7%,6.5%,5.4%,10.0%,9.0%,10.2%,5.0%,8.1%,2.3%,,,,4.0%,,Adams County, Indiana
"https://en.wikipedia.org/wiki/Allen_County,_Indiana",,,,,—,496.6%,184.7%,73.3%,48.3%,25.9%,21.8%,15.9%,20.9%,22.4%,28.4%,5.7%,18.5%,26.4%,20.8%,4.9%,2.2%,10.3%,7.1%,,,,6.7%,,Allen County, Indiana
"https://en.wikipedia.org/wiki/Bartholomew_County,_Indiana",,,,,—,83.4%,23.8%,43.7%,18.3%,7.8%,4.8%,3.0%,0.9%,−3.7%,4.1%,13.7%,27.7%,33.5%,18.3%,14.1%,−2.2%,12.2%,7.5%,,,7.8%,,,Bartholomew County, Indiana
"https://en.wikipedia.org/wiki/Benton_County,_Indiana",,,,,,,—,145.5%,99.9%,97.8%,7.2%,10.2%,−3.3%,−3.8%,−2.6%,−6.5%,3.1%,3.9%,−5.5%,−9.3%,−7.6%,−0.2%,−6.0%,,,−2.3%,,,Benton County, Indiana
"https://en.wikipedia.org/wiki/Blackford_County,_Indiana",,,,,,—,133.3%,44.1%,52.2%,27.9%,30.4%,64.5%,−8.1%,−11.0%,−3.3%,1.2%,1.8%,5.5%,7.4%,−2.0%,−9.7%,−0.1%,−9.1%,,,−6.5%,,,Blackford County, Indiana
"https://en.wikipedia.org/wiki/Boone_County,_Indiana",,,,,—,"1,207.7%",43.2%,44.0%,34.9%,14.7%,2.5%,−0.9%,−6.3%,−4.5%,−5.5%,−0.9%,8.7%,14.8%,12.1%,18.1%,4.7%,20.9%,22.8%,,,18.3%,,,Boone County, Indiana
"https://en.wikipedia.org/wiki/Brown_County,_Indiana",,,,,,—,105.0%,34.3%,33.4%,18.2%,0.4%,−5.6%,−18.0%,−12.0%,−26.4%,19.8%,0.3%,13.1%,28.9%,36.7%,13.8%,6.2%,1.9%,,,−0.1%,,,Brown County, Indiana
"https://en.wikipedia.org/wiki/Carroll_County,_Indiana",,,,,—,385.4%,40.9%,22.5%,19.7%,13.6%,9.1%,−0.3%,−9.9%,−9.2%,−7.8%,2.4%,3.9%,5.8%,4.7%,11.2%,−4.6%,7.2%,0.0%,,,−0.1%,,,Carroll County, Indiana
"https://en.wikipedia.org/wiki/Cass_County,_Indiana",,,,,—,371.6%,101.1%,52.8%,43.6%,14.1%,12.8%,10.9%,5.3%,5.4%,−10.0%,6.9%,5.1%,5.5%,−1.2%,1.2%,−6.2%,6.6%,−4.8%,,,−2.6%,,,Cass County, Indiana
"https://en.wikipedia.org/wiki/Clark_County,_Indiana",,,—,53.6%,22.7%,36.6%,8.4%,29.5%,20.8%,15.5%,5.8%,5.2%,−4.9%,−2.9%,4.7%,0.8%,55.8%,29.9%,20.8%,17.1%,−1.2%,9.9%,14.3%,,,,7.3%,,Clark County, Indiana
"https://en.wikipedia.org/wiki/Clay_County,_Indiana",,,,,—,244.5%,42.7%,53.1%,56.9%,35.5%,18.1%,12.3%,−5.1%,−9.5%,−10.1%,−4.2%,−5.7%,1.2%,−1.1%,3.9%,−0.6%,7.5%,1.3%,,,−2.7%,,,Clay County, Indiana
"https://en.wikipedia.org/wiki/Clinton_County,_Indiana",,,,,—,427.6%,58.1%,22.2%,19.5%,35.4%,16.6%,3.0%,−5.4%,4.0%,−1.5%,4.0%,4.7%,3.5%,−0.7%,3.3%,−1.8%,9.3%,−1.9%,,,−2.9%,,,Clinton County, Indiana
"https://en.wikipedia.org/wiki/Crawford_County,_Indiana",,,,—,25.4%,63.1%,23.5%,26.1%,19.8%,25.4%,12.8%,−3.3%,−10.5%,−7.1%,−9.3%,0.1%,−8.7%,−9.8%,−4.1%,22.2%,1.0%,8.4%,−0.3%,,,−1.4%,,,Crawford County, Indiana
"https://en.wikipedia.org/wiki/Daviess_County,_Indiana",,,,—,32.4%,47.9%,54.0%,28.7%,25.7%,28.7%,21.7%,14.1%,−7.2%,−3.2%,−3.8%,1.3%,2.3%,−0.5%,−0.1%,4.6%,−1.1%,8.3%,6.1%,,,,5.4%,,Daviess County, Indiana
"https://en.wikipedia.org/wiki/Dearborn_County,_Indiana",,,—,56.9%,21.9%,38.3%,4.3%,21.0%,−1.2%,10.6%,−12.4%,−5.0%,−3.6%,−6.4%,5.1%,9.5%,9.1%,14.1%,2.6%,16.5%,13.3%,18.7%,8.5%,,,−1.0%,,,Dearborn County, Indiana
"https://en.wikipedia.org/wiki/Decatur_County,_Indiana",,,,,—,106.7%,24.1%,14.5%,10.2%,3.8%,−2.5%,1.3%,−3.7%,−5.2%,−2.8%,2.4%,2.8%,9.9%,13.6%,4.9%,−0.8%,3.8%,4.8%,,,4.1%,,,Decatur County, Indiana
"https://en.wikipedia.org/wiki/DeKalb_County,_Indiana",,,,,,—,319.3%,68.2%,23.7%,17.8%,20.2%,5.8%,−2.6%,2.2%,−2.7%,−0.6%,5.1%,8.6%,9.1%,9.0%,5.1%,14.0%,4.8%,,,,3.0%,,DeKalb County, Indiana
"https://en.wikipedia.org/wiki/Delaware_County,_Indiana",,,,—,−35.4%,272.5%,22.6%,45.3%,20.8%,20.5%,31.4%,64.7%,3.6%,9.7%,19.3%,11.4%,20.4%,22.9%,16.5%,−0.5%,−6.9%,−0.7%,−0.9%,,,,−3.0%,,Delaware County, Indiana
"https://en.wikipedia.org/wiki/Dubois_County,_Indiana",,,,—,52.2%,104.3%,74.0%,64.4%,21.2%,27.0%,26.6%,0.5%,−2.5%,0.4%,3.2%,9.9%,5.3%,15.5%,12.6%,10.7%,6.9%,8.4%,5.6%,,,1.6%,,,Dubois County, Indiana
"https://en.wikipedia.org/wiki/Elkhart_County,_Indiana",,,,,—,612.3%,90.5%,65.4%,24.0%,28.5%,17.2%,14.9%,8.8%,15.1%,22.2%,5.5%,16.4%,26.4%,18.5%,8.5%,13.7%,17.0%,8.1%,,,,4.4%,,Elkhart County, Indiana
"https://en.wikipedia.org/wiki/Fayette_County,_Indiana",,,,—,53.1%,8.0%,3.9%,0.1%,2.5%,8.8%,10.8%,6.8%,6.8%,18.9%,12.3%,0.9%,20.5%,4.5%,7.2%,7.8%,−8.0%,−1.6%,−5.1%,,,−5.1%,,,Fayette County, Indiana
"https://en.wikipedia.org/wiki/Floyd_County,_Indiana",,,,—,129.1%,48.6%,57.3%,35.7%,15.4%,5.5%,19.8%,2.2%,0.6%,1.2%,13.0%,1.2%,25.4%,16.9%,8.2%,10.0%,5.3%,10.0%,5.3%,,,4.3%,,,Floyd County, Indiana
"https://en.wikipedia.org/wiki/Fountain_County,_Indiana",,,,,—,47.2%,18.1%,17.5%,5.3%,23.4%,−3.3%,9.7%,−4.7%,−7.9%,−4.5%,1.8%,−2.5%,4.9%,−2.4%,4.3%,−6.4%,0.8%,−4.0%,,,−5.2%,,,Fountain County, Indiana
"https://en.wikipedia.org/wiki/Franklin_County,_Indiana",,,,—,−5.3%,31.0%,34.6%,8.8%,3.4%,−0.6%,−8.6%,−10.8%,−6.4%,−3.4%,−2.1%,−0.6%,11.3%,6.1%,−0.4%,15.8%,−0.2%,13.1%,4.2%,,,−1.5%,,,Franklin County, Indiana
"https://en.wikipedia.org/wiki/Fulton_County,_Indiana",,,,,,—,200.2%,57.5%,35.1%,12.4%,17.1%,4.2%,−3.3%,−2.4%,−8.7%,3.6%,6.3%,2.4%,0.2%,13.8%,−2.6%,8.9%,1.6%,,,−3.6%,,,Fulton County, Indiana
"https://en.wikipedia.org/wiki/Gibson_County,_Indiana",,,,,—,1.4%,2.0%,22.7%,1.1%,4.3%,34.7%,0.6%,21.7%,32.2%,8.9%,21.7%,16.1%,2.8%,0.8%,1.5%,3.2%,8.0%,2.8%,,,−0.2%,,,Gibson County, Indiana
"https://en.wikipedia.org/wiki/Grant_County,_Indiana",,,,,,—,127.5%,42.4%,17.0%,27.8%,33.3%,73.7%,−6.0%,−0.1%,−0.6%,9.3%,11.4%,21.9%,10.8%,−3.6%,−8.4%,−1.0%,−4.6%,,,−5.9%,,,Grant County, Indiana
